RLOI_ID|Value|Units|Location (Longtitude| Latitude)|ThresholdComment|Short Name|Description|Type|ObsFloodYear|ObsFloodMonth|Source
3078|1.2|mALD|-2.583011|51.022115|Bankfull at Queen Camel and West Camel, Sparkford to Weston Bampfylde road floods at Mill Farm|Defence at Queens Camel|Bankfull at Queens Camel|Defence Impact|||
3076|1.8|mALD|-2.941092|50.920449|Risk of flooding of road at Donyatt in Church Street|Flooding to roads at Donyatt|Flooding of road at Donyatt in Church|Road Impact|||Flood Resiliance
3076|2.35|mALD|-2.859866|50.994252|B3168 at Hambridge floods|Flooding to B3168|Flooding of B3168 at Hambridge|Road Impact|||Flood Resiliance
3076|2.67|mALD|-2.940779|50.92161|Properties in Donyatt will flood|Property flooding Donyatt|Flooding to properties at Donyatt|Property Impact|||Flood Resiliance
3076|2.7|mALD|-2.855758|50.987614|Properties in Hambridge flood, bankfull at Horlicks Dairies, risk of flooding to caravan park and properties in Station Rd, Ilminster. Bankfull at Isle Brewers ring bank.|Property flooding Hambridge|Flooding to properties at Hambridge|Property Impact|||Flood Resiliance
3076|2.7|mALD|-2.931914|50.932592|Properties in Hambridge flood, bankfull at Horlicks Dairies, risk of flooding to caravan park and properties in Station Rd, Ilminster. Bankfull at Isle Brewers ring bank.|Property flooding Ilminster|Flooding to caravan park and properties in Station Road, Ilminster|Property Impact|||Flood Resiliance
3075|2|mALD|-2.769035|50.938967|Norton sub Hambdon to Stratton road floods. Road at Carey Bridge (Parrett Works) floods.|Flooding to roads at Hambdon|Flooding to road from Hambdon to Stratton|Road Impact|||Flood Resiliance
3075|2|mALD|-2.790878|50.964726|Norton sub Hambdon to Stratton road floods. Road at Carey Bridge (Parrett Works) floods.|Flooding to road at Carey Bridge|Flooding on road at Carey Bridge (Parrett Works)|Road Impact|||Flood Resiliance
3075|2.16|mALD|-2.834985|50.853257|B3165 at Chiselborough GS floods|Flooding on B3165|Flooding on B3165 at Chiselborough|Road Impact|||Flood Resiliance
3074|3.9|mALD|-2.613723|50.943503|Mole Valley Farmers outbuildings will flood, Sherborne Rd, Yeovil|Flooding on Sherborne Road|Flooding to outbuildings at Sherborne Road, Yeovil|Property Impact|||Flood Resiliance
3074|3.97|mALD|-2.612773|50.942916|Chudleighs Mill and house adjacent to Mole Valley Farmers will flood|Property flooding Chudleighs Mill|Flooding to Chudleighs Mill and property near Mole Valley Farms|Property Impact|||Flood Resiliance
3074|4|mALD|-2.682313|51.004442|Water reaches bottom of Ilchester ring banks. Hainbury Mill will flood with continued rise (4.15m)|Property flooding Ilchester|Flooding to property at Ilchester|Property Impact|||Flood Resiliance
3074|4.2|mALD|-2.612773|50.942916|Chudleighs Mill Higher House and Mole Valley Farmers main building floods and bankfull at Mudford|Property flooding Chudleighs Mill|Flooding to Chudleighs Mill higher house|Property Impact|||Flood Resiliance
3074|4.2|mALD|-2.612773|50.942916|Chudleighs Mill Higher House and Mole Valley Farmers main building floods and bankfull at Mudford|Property flooding Mole Valley|Flooding to Mole Valley Farm main building|Property Impact|||Flood Resiliance
3074|4.3|mALD|-2.649607|51.002091|Yeovilton to Limington Road floods|Flooding on road at Yeovilton|Flooding on road from Yeovilton to Limington|Road Impact|||Flood Resiliance
3074|4.4|mALD|-2.680743|50.996696|A37 south, A303 south west Ilchester, Ilchester to Limington road and Ilchester Meads flood|Flooding on A37 south|Flooding on A37 south|Road Impact|||Flood Resiliance
3074|4.4|mALD|-2.691793|51.003934|A37 south, A303 south west Ilchester, Ilchester to Limington road and Ilchester Meads flood|Flooding on A303|Flooding to A303 south west Ilchester|Road Impact|||Flood Resiliance
3074|4.4|mALD|-2.678473|51.00004|A37 south, A303 south west Ilchester, Ilchester to Limington road and Ilchester Meads flood|Flooding on Limington Road|Flooding on Limington Road to Ilchester|Road Impact|||Flood Resiliance
3074|4.4|mALD|||A37 south, A303 south west Ilchester, Ilchester to Limington road and Ilchester Meads flood|Flooding at Ilchester|Flooding at Ilchester Meads|Location Impact|||Flood Resiliance
3063|1.2|mALD|-2.565888|50.874075|Deep Ford Lane, Chetnole will become impassable if water continues to rise|Flooding at Deep Ford Lane|Flooding at Deep Ford Lane|Road Impact|||Flood Resiliance
3063|1.6|mALD|-2.565888|50.874075|Deep Ford Lane, Chetnole impassable|Flooding at Deep Ford Lane|Flooding at Deep Ford Lane, impassible lane|Road Impact|||Flood Resiliance
3063|2|mALD|-2.574653|50.894239|Bankfull at Yetminster flood defences|Defence at Yetminster|Water at top of Yetminster flood defences|Defence Impact|||Flood Resiliance
3058|1.5|mALD|-2.773107|51.17114|Risk of flooding to Rice Cottage, between Glastonbury and Meare|Flooding at Meare|Flooding to property between Glastonbury and Meare|Property Impact|||Flood Resiliance
3058|1.1|mALD|-2.688261|51.127868|Right bank overtops in to Kennard Moor|Defence at Kennard Moor|Overflowing of right bank into Kennard Moor|Defence Impact|||Flood Resiliance
3050|2|mALD|-2.376497|51.206802|Further risk of flooding to property at Nunney, Vobster, near Frome, Great Elm and Egford|Property flooding Nunney|Flooding to property at Nunney|Property Impact|||Flood Resiliance
3050|2|mALD|-2.424501|51.241056||Property flooding Vobster|Flooding to property Vobster (near Frome)|Property Impact|||Flood Resiliance
3050|2|mALD|-2.362067|51.240923||Property flooding Great Elm|Flooding to property at Great Elm|Property Impact|||Flood Resiliance
3050|2|mALD|-2.348921|51.234252||Property flooding Egford|Flooding to property at Egford|Property Impact|||Flood Resiliance
3049|2.8|mALD|-2.303976|51.338456|Flooding of access road to Peradins, Freshford|Flooding at Freshford|Flooding to access road at Peradins, Freshford|Road Impact|||Flood Resiliance
3047|2.5|mALD|-2.208575|51.317936|Properties flooded at Cradle Bridge, Trowbridge|Property flooding Trowbridge|Flooding to properties at Cradle Bridge, Trowbridge|Property Impact|||Flood Resiliance
3045|2|mALD|-2.325446|51.357457|Monkton Combe School playing fields adjacent to B3108 inundated|Property flooding Monkton Coombe|Flooding to Monkton Combe School playing fields adjacent to B3108|Property Impact|||Flood Resiliance
3041|3.9|mALD|-2.354922|51.381444|Bath Sports and Leisure Centre grounds flood|Property flooding Bath|Flooding to Bath sports and leisure centre grounds|Property Impact|2008|December|Flood Resiliance
3041|1.7|mALD|-2.572086|51.444224|Combined with 8.5m at Avonmouth, risk of flooding St Philips Marsh, Bristol|Flooding at St Philips Marsh|Flooding at St Philips Marsh, Bristol|Location Impact|||Flood Resiliance
3041|2.3|mALD|-2.509018|51.428905|Inundation The Chequers car park, Hanham Mills|Flooding at Hanham Mill|Flooding at The Chequers car park, Hanham Mill|Location Impact|||Flood Resiliance
3041|2.8|mALD|-2.404594|51.388716|Bath Marina floods|Flooding at Bath marina|Flooding at Bath marina|Location Impact|||Flood Resiliance
3036|2.5|mALD|-2.495131|51.512656|Nos 60 & 65 The Dingle, Damson's Bridge and Brookside Cottage & House, Quarry Barton flood|Property flooding at The Dingle|Flooding to properties at The Dingle|Property Impact|||Flood Resiliance
3036|2.5|mALD|-2.494991|51.513025|Nos 60 & 65 The Dingle, Damson's Bridge and Brookside Cottage & House, Quarry Barton flood|Flooding at Damson's Bridge|Flooding at Damson's Bridge|Location Impact|||Flood Resiliance
3036|2.5|mALD|-2.512883|51.513602|Nos 60 & 65 The Dingle, Damson's Bridge and Brookside Cottage & House, Quarry Barton flood|Flooding at Quarry Barton|Flooding at Quarry Barton|Location Impact|||Flood Resiliance
3021|2.05|mALD|-2.43004|51.453653|Flooding expected at properties on the left bank upstream of A240 bridge|Property flooding A240|Flooding to properties on the left bank upstream of A240 bridge|Property Impact|||Flood Resiliance
3009|2.1|mALD|-2.383852|51.53977|First out of bank flows expected at St Johns Way|Flooding on St Johns Way|Flooding at St Johns Way|Road Impact|||Flood Resiliance
7016|1.41|mALD|-1.930816|51.674227|The Downings, Church Lane flooded|Property flooding Church Lane|Flooding to property on Church Lane, South Cerney|Property Impact|2014|February|Flood Resiliance
7016|1.44|mALD|-1.930001|51.674132|Glebe Cottage, South Cerney flooded|Property flooding South Cerney|Flooding to property at South Cerney|Property Impact|2014|January|Flood Resiliance
7024|4.49|mALD|-1.749022|51.663874|Large static caravan residential park surrounded by water and cut off (up to 130) and 3 properties flooded|Property flooding caravan park|Flooding at caravan residential park|Property Impact|2007|July|Flood Resiliance
7024|4.49|mALD|-1.749022|51.663874|Large static caravan residential park surrounded by water and cut off (up to 130) and 3 properties flooded|Property flooding Hannington|Flooding to properties at Hannington|Property Impact|2007|July|Flood Resiliance
7152|0.79|mALD|-0.900289|51.429308|Country Garden Centre|Property flooding Earley|Flooding at Country garden centre at Earley|Property Specific|2011|January|Flood Resiliance
7170|5.72|mALD|-0.580788|51.484676|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Priory Way|Flooding to properties on Priory Way, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.582241|51.472067|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Southlea Road|Flooding to properties on Southlea Road, Slough|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.580958|51.484689|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding The Green|Flooding to properties on The Green, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.574824|51.479226|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Elm Croft|Flooding to properties on Elm Croft, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.564993|51.48294|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Penn Road|Flooding to properties on Penn Road, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.568567|51.480435|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Talbot Place|Flooding to properties on Talbot Place, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.541867|51.478855|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Horton Road|Flooding to properties on Horton Road, Slough|Property Impact|2014|February|Flood Resiliance
7170|5.72|mALD|-0.583072|51.490507|29 properties flooded. Properties located on Priory Way, Southlea Road, The Green, Elmcroft, Penn Road, Talbot Place, Horton Road and Slough Road|Property flooding Slough Road|Flooding to properties on Slough Road, Datchet|Property Impact|2014|February|Flood Resiliance
7170|5.64|mALD|-0.541867|51.478855|23Datchet FW 1 property flooded (326 Horton Road)23XDatchet FW 2 properties flooded (located on Eton Road and Southlea Road)|Property flooding Horton Road|Flooding to property on Horton Road|Property Impact|2003|January|Flood Resiliance
7170|5.64|mALD|-0.586539|51.490243|23Datchet FW 1 property flooded (326 Horton Road)23XDatchet FW 2 properties flooded (located on Eton Road and Southlea Road)|Property flooding Eton Road|Flooding to properties on Eton Road|Property Impact|2003|January|Flood Resiliance
7170|5.64|mALD|-0.582241|51.472067|23Datchet FW 1 property flooded (326 Horton Road)23XDatchet FW 2 properties flooded (located on Eton Road and Southlea Road)|Property flooding Southlea Road|Flooding to properties on Southlea Road|Property Impact|2003|January|Flood Resiliance
7230|1.34|mALD|-0.794227|51.166415|1 property flooded: Frensham Mill|Property flooding Frensham|Flooding to property at Frensham|Property Impact|2014|February|Flood Resiliance
7232|2.05|mALD|-0.617947|51.189045|67 properties flooded (uncertain level as gauge failed)|Property flooding Westbrook Mills|Flooding to properties at Westbrook Mills|Property Impact|2013|December|Flood Resiliance
7240|3.71|mALD|-0.572076|51.232709|Observed. Properties flooded in Guildford|Property flooding Guildford|Flooding to properties at Guildford|Property Impact|2013|December|Flood Resiliance
7240|4.6|mALD|-0.544232|51.301749|Observed. Properties flooded in Guildford and Old Woking|Property flooding Old Woking|Flooding to properties at Old Woking|Property Impact|1968|September|Flood Resiliance
7243|2.5|mALD|-0.464344|51.374665|Approximately 1350 properties flooded (approximate level)|Property flooding Weybridge|Flooding to properties at Weybridge|Property Impact|1968|September|Flood Resiliance
8017|3.75|mALD|-1.19268|53.720666|Kellington Ings will start to fillBirkin Holme Washland will start to fill|Defence at Kellington Ings|Defence at Kellington Ings will start to fill|Defence Impact|||Flood Resiliance
8017|3.75|mALD|-1.19268|53.720666|Kellington Ings will start to fillBirkin Holme Washland will start to fill|Defence at Birkin Holme|Defence at Birkin Holme Washland will start to fill|Defence Impact|||Flood Resiliance
8042|3.1|mALD|-1.355526|53.734916|Barnsdale Rd. likely to flood|Flooding at Barnsdale Road|Flooding at Barnsdale Road|Location Impact|||Flood Resiliance
8043|2.95|mALD|-1.651031|54.388658|A6136 at Catterick Br. expected to flood|Flooding on A6136|Flooding on A6136 at Catterick Bridge|Road Impact|||Flood Resiliance
7388|7.2|mAOD|0.040375|51.502776|INFO SDL Silvertown -|Defence level Silvertown|Statutory defence level for Silvertown set|Community impact|||Flood Resiliance
7389|5.41|mAOD|-0.135753|51.499016|Statutory defence level at Westminster, for information|Defence level Westminster|Statutory defence level for Westminster set|Community impact|||Flood Resiliance
7390|5.18|mALD|0.0307737|51.4900403|INFO SDL Charlton -|Defence level Charlton|Statutory defence level for Charlton set|Community impact|||Flood Resiliance
7391|5.28|mAOD|-0.0788892|51.5073264|INFO SDL Tower Pier -|Defence level Tower Pier|Statutory defence level for Tower Pier set|Community impact|||Flood Resiliance
7392|5.41|mAOD|-0.170037|51.4869429|INFO SDL Chelsea -|Defence level Chelsea|Statutory defence level for Chelsea set|Community impact|||Flood Resiliance
7393|5.94|mAOD|-0.303742|51.461311|INFO SDL Richmond -|Defence level Richmond|Statutory defence level for Richmond set|Community impact|||Flood Resiliance
9154|6.9|mAOD|0.174675|51.480818|Statutory defence level at Erith, for information|Defence level Erith|Statutory defence level for Erith set|Community impact|||Flood Resiliance
3169|4.5|mALD|-5.2892099|50.0764833|Approximate Level of Loe Pool when pumping operation commenced on 20/12/2012.|Loe Pool pumping commenced|Level of Loe Pool when pumping commenced|Community impact|2012|December|Flood Resiliance
8169|3.663|mALD|-1.774255|54.40193|08/12/11 - Out of Bank at Caravan park, 0.5m from caravans.|Property flooding Richmond|Flooding to property at Richmond|Property Impact|2011|December|EMERGENCY RESPONSE PROCEDURES MANUAL
8169|3.663|mALD|-1.695196|54.387755|Out of bank at Swale view, properties protected by private defences|Property flooding Swale View|Flooding to property at Swale View, Colburn|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8169|3.868|mALD|-1.732908|54.403595|25/09/12 - 23 roads closed in the Richmond area|Flooding to roads Richmond|Flooding to roads in Richmond area|Road Impact|2012|September|EMERGENCY RESPONSE PROCEDURES MANUAL
8169|3.5|mALD|-1.776984|54.401313|River Swale Caravan Parks at Richmond and properties at Lownethwaite Bridge|Property flooding Lownethwaite Bridge|Flooding to property at Lownethwaite Bridge, Richmond|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8169|3.6|mALD|-1.732908|54.403595|Properties at Richmond are expected to flood at this level.|Property flooding Richmond|Flooding to property at Richmond|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8043|2.8|mALD|-1.649976|54.388683|The A6136 road at Catterick Bridge is expected to flood at2.95m.Properties areexpected to flood at 3.4m.|Flooding on A6136|Flooding on A6136 at Catterick Bridge|Road Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8043|3.4|mALD|-1.650383|54.389184|Properties are expected to flood at 3.4m.|Property flooding Catterick Bridge|Flooding to property at Catterick Bridge, Richmond|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8043|3.4|mALD|-1.546606|54.363558|Issue if Catterick Bridge is forecast to reach 3.4m. It is expectedthat proeprties at Great Langton begin to flood at this level.|Property flooding Great Langton|Flooding to property at Great Langton, Northallerton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.166|mALD|-1.623753|54.373069|17 Jul 2009 - No properties flooded although water was in the back gardens of 4properties along Oran Lane and Swale Pasture Lane. Flooding from Brough Beck,measured level at 1.07m stage.|Property flooding Oran Lane|Flooding to gardens on Oran Lane, Catterick|Property Impact|2009|July|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.166|mALD|-1.625995|54.37703|17 Jul 2009 - No properties flooded although water was in the back gardens of 4properties along Oran Lane and Swale Pasture Lane. Flooding from Brough Beck,measured level at 1.07m stage.|Property flooding Swale Pasture Lane|Flooding to gardens on Swale Pasture Lane, Catterick|Property Impact|2009|July|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.3|mALD|-1.627588|54.377807|Jun 2007 - 45 properties flooded from the River Swale and Brough Beck.|Property flooding Catterick  |Flooding to properties at Catterick|Property Impact|2007|June|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.3|mALD|-1.733607|54.374938|Aug 2012 Approx. 15 properties flooded in Essex Close, BedfordClose, Warwick Close and Rutland Close. The entire ground floor of two buildingsflooded in Catterick Garrison barracks. Properties flooded from surface water first.|Property flooding Essex Close|Flooding to Essex Close, Catterick Garrison|Property Impact|2012|August|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.3|mALD|-1.740546|54.376326|Aug 2012 Approx. 15 properties flooded in Essex Close, BedfordClose, Warwick Close and Rutland Close. The entire ground floor of two buildingsflooded in Catterick Garrison barracks. Properties flooded from surface water first.|Property flooding Bedford Close|Flooding to properties on Bedford Close, Catterick Garrison|Property Impact|2012|August|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.3|mALD|-1.740441|54.375457|Aug 2012 Approx. 15 properties flooded in Essex Close, BedfordClose, Warwick Close and Rutland Close. The entire ground floor of two buildingsflooded in Catterick Garrison barracks. Properties flooded from surface water first.|Property flooding Warwick Close|Flooding to properties on Warwick Close, Catterick Garrison|Property Impact|2012|August|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.3|mALD|-1.740827|54.376219|Aug 2012 Approx. 15 properties flooded in Essex Close, BedfordClose, Warwick Close and Rutland Close. The entire ground floor of two buildingsflooded in Catterick Garrison barracks. Properties flooded from surface water first.|Property flooding Rutland Close|Flooding to properties on Rutland Close, Catterick Garrison|Property Impact|2012|August|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.611|mALD|-1.655616|54.387735|26 Sep 2012 - A1 closed at Catterick for 4 daysSurface water from agricultural land affected Gilling West and Catterick Garrison|Flooding on A1|Flooding on A1 at Catterick|Road Impact|2012|September|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.611|mALD|-1.732908|54.403595|23 roads closed in the Richmond area.|Flooding to roads Richmond|Flooding to roads in Richmond area|Road Impact|2012|September|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|2.95|mALD|-1.386483|54.178475|1 Property flooded at Topcliffe and road flooding at Catterick Bridge|Property flooding Topcliffe|Flooding to property in Topcliffe|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8284|2.95|mALD|-1.650383|54.389184|1 Property flooded at Topcliffe and road flooding at Catterick Bridge|Flooding to roads Catterick Bridge|Flooding to roads in Catterick Bridge area|Road Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.85|mALD|-1.633094|54.375551|Properties along Low Green and the High Street start to flood atthis level due to overtopping of the Low Green Embankment andthe Flood Gate on High Street.|Property flooding Low Green|Flooding to property on Low Green, Catterick|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.85|mALD|-1.629678|54.376197|Properties along Low Green and the High Street start to flood atthis level due to overtopping of the Low Green Embankment andthe Flood Gate on High Street.|Property flooding High Street|Flooding to property on High Street, Catterick|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8224|1.874|mALD|-1.666919|54.390689|26 Nov 2012 - Two roads closed in the area|Property flooding Brompton|Flooding to property at Brompton On Swale|Property Impact|2012|November|EMERGENCY RESPONSE PROCEDURES MANUAL
8224|1.7|mALD|-1.415934|54.363291|Properties on Water End start to flood at this level.|Property on Water End|Flooding to property on Water End, Brompton On Swale|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8224|1.95|mALD|-1.424292|54.362633|Properties on Station Road and Manor Court will start to flood atthis level.|Property flooding Station Road|Flooding to property on Station Road, Brompton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8224|1.95|mALD|-1.425856|54.362318|Properties on Station Road and Manor Court will start to flood atthis level.|Property flooding Manor Court|Flooding to property on Manor Court, Brompton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8225|1.5|mALD|-1.434075|54.341128|The flats on Friarage Street as well as the Friarage Hospital are affected at this level|Property flooding Friarage Street|Flooding to property on Friarage Street, Northallerton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8225|1.5|mALD|-1.430801|54.342336|The flats on Friarage Street as well as the Friarage Hospital are affected at this level|Property flooding Friarage Hospital|Flooding to property at Friarage hospital, Northallerton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8225|1.6|mALD|-1.417797|54.338355|Sun Beck at Northallerton - Properties on Bramblefields will start to flood at this level.|Property flooding Bramblefields|Flooding to property on Bramblefields, Northallerton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8225|1.6|mALD|-1.441044|54.338602|Willow Beck at Northallerton - Properties on Bailey Court areaffected at this level|Property flooding Bailey Court|Flooding to property on Bailey Court, Northallerton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8225|2.5|mALD|-1.419212|54.345037|Turker Beck at Northallerton - Properties along Turker Lane areaffected at this level|Property flooding Turker Lane|Flooding to property on Turker Lane, Northallerton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8225|2.8|mALD|1.434047|54.339121|Willow Beck at Low Gates - Properties along High Street areaffected at this level|Property flooding High Street|Flooding to property on High Street, Northallerton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8285|1.7|mALD|-1.452725|54.33413|Willow Beck at Romanby - Properties|Property flooding Romanby|Flooding to property at Romanby|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8116|3.85|mALD|-1.422791|54.25738|June 2000 - Properties flooded|Property flooding Kirby Wiske|Flooding to property at Kirby Wiske|Property Impact|2000|June|EMERGENCY RESPONSE PROCEDURES MANUAL
8116|4|mALD|-1.424739|54.25807|Properties flooded on Green Lane. Kirby Wiske was cut off for 2 days during this event|Property flooding Green Lane|Flooding to property at Green Lane, Kirby Wiske|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8116|4.03|mALD|-1.422791|54.25738|A total of 5 properties flooded.|Property flooding Kirby Wiske|Flooding to property at Kirby Wiske|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8116|3|mALD|-1.420432|54.257473|Access roads to Kirby Wiske begin to flood at this level.|Flooding to roads Kirby Wiske|Flooding to roads in Kirby Wiske area|Road Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8116|3.5|mALD|-1.422791|54.25738|Properties in Kirby Wiske|Property flooding Kirby Wiske|Flooding to property at Kirby Wiske|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8287|2.068|mALD|-1.348741|54.258773|25 Nov 2012 - Heavy Flooding on A19 causing lane closure|Flooding on A19|Flooding on A19 at Thirsk|Road Impact|2012|November|EMERGENCY RESPONSE PROCEDURES MANUAL
8287|2.313|mALD|-1.343762|54.235387|26 Sep 2012 - 23 Roads closed in the Thirsk area|Flooding to roads Thirsk|Flooding to roads in Thirsk area|Road Impact|2012|September|EMERGENCY RESPONSE PROCEDURES MANUAL
8287|2.4|mALD|-1.341069|54.233964|Properties at Cod Beck at Thirsk - Riverside properties start toflood at this level.|Flooding to Riverside|Flooding to properties on Riverside, Thirsk|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8287|2.4|mALD|-1.339679|54.232916|The first property to flood is Seaburn Cottage (17A Finkle Street).Also affected is the Three Tuns Public House and 1 and 3 BridgeStreet.|Property flooding Finkle Street|Flooding to property on Finkle Street, Thirsk|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8287|2.4|mALD|-1.341592|54.233667|The next properties to be affected will be 2-11 Riverside Mewsand properties on Todds Court and Waterside.|Property flooding Riverside Mews|Flooding to properties on Riverside Mews, Thirsk|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8287|2.4|mALD|-1.340032|54.23378|The next properties to be affected will be 2-11 Riverside Mewsand properties on Todds Court and Waterside.|Property flooding Todds Court|Flooding to properties on Todds Court, Thirsk|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8287|2.4|mALD|-1.341165|54.234247|The next properties to be affected will be 2-11 Riverside Mewsand properties on Todds Court and Waterside.|Property flooding Waterside|Flooding to properties on Waterside, Thirsk|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8287|3.4|mALD|-1.339679|54.232916|Other properties along Finkle Street and 1-5 Riverside Mews in Thirsk start to flood at this level.|Property flooding Finkle Street|Flooding to properties on Finkle Street, Thirsk|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8059|5.44|mALD|-1.388503|54.177515|Nov 2000 - Access Roads to Topcliffe Mill Flooded. 10 properties flooded inTopcliffe.|Property flooding Topcliffe|Flooding to property at Topcliffe|Property Impact|2000|November|EMERGENCY RESPONSE PROCEDURES MANUAL
8144|6.02|mALD|-1.330146|54.09235|30 Nov 2009 - High Levels, Caravan Site flooded|Property flooding Myton-on-Swale|Flooding to property at Myton-on-Swale|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8113|3.5|mALD|-1.474509|54.097383|The Ure backs up to Bishop Monkton and floods the road to a level of approx 0.30m.|Flooding to roads at Bishops Monkton|Flooding to roads in Bishops Monkton area|Road Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8113|4|mALD|-1.655695|54.223766|Causes flooding at the Old Mill, Masham|Property flooding Masham|Flooding to property at Masham, Ripon|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8176|3.3|mALD|-1.515121|54.141394|Jun 2007 - 40 properties flooded. Floodwater mainly came from the River Skell.|Property flooding Ripon|Flooding to properties at Ripon|Property Impact|2007|June|EMERGENCY RESPONSE PROCEDURES MANUAL
8176|3.73|mALD|-1.501882|54.130423|08 Jan 2005 - Flooding in Ripon at Fishermans Lodge, 10A Magdalens Rd(basement flat), 2 Lodges at Holiday Park + the Laundry and office there, River ViewRoad, 2 Fisher Green, 3a Fisher Green, 5 Fisher Green, and Garage/Workshop atthe end of Fisher Green.|Property flooding Fisher Green Lane|Flooding to property on Fisher Green Lane, Ripon|Property Impact|2005|January|EMERGENCY RESPONSE PROCEDURES MANUAL
8176|4.4|mALD|-1.515816|54.142412|1991 - Flooding occurred in Ripon from the River Ure. Extensive flooding toMagdalens Road and Fisher Green.|Property flooding Magdalens Road|Flooding to property on Magdalens Road, Ripon|Property Impact|1991||EMERGENCY RESPONSE PROCEDURES MANUAL
8176|3.7|mALD|-1.518393|54.144065|Undefended properties at Ripon start to flood at this level.Riverside Lodges on River View Road are the first properties toflood.|Property flooding River View Road|Flooding to properties on River View Road, Ripon|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8176|5.3|mALD|-1.518393|54.144065|Defences at River View Road and Ure Bank will begin to overtopat this level.|Defence at River View Road|Overflowing of River View Road flood defences|Defence|||EMERGENCY RESPONSE PROCEDURES MANUAL
